template,count,first_seen,last_seen,sample
Slow response detected endpoint=/api/cart latency=2848ms,1,2026-06-01T09:52:57.587Z,2026-06-01T09:52:57.587Z,Slow response detected endpoint=/api/cart latency=2848ms
Slow response detected endpoint=/api/cart latency=1239ms,1,2026-06-01T09:53:50.090Z,2026-06-01T09:53:50.090Z,Slow response detected endpoint=/api/cart latency=1239ms
Slow response detected endpoint=/api/cart latency=576ms,1,2026-06-01T09:54:32.727Z,2026-06-01T09:54:32.727Z,Slow response detected endpoint=/api/cart latency=576ms
Slow response detected endpoint=/api/cart latency=967ms,1,2026-06-01T10:07:54.932Z,2026-06-01T10:07:54.932Z,Slow response detected endpoint=/api/cart latency=967ms
Slow response detected endpoint=/api/cart latency=2051ms,1,2026-06-01T10:09:50.151Z,2026-06-01T10:09:50.151Z,Slow response detected endpoint=/api/cart latency=2051ms
GC overhead limit warning: pause=229ms heap=<num>%,1,2026-06-01T10:13:57.064Z,2026-06-01T10:13:57.064Z,GC overhead limit warning: pause=229ms heap=93%
Slow response detected endpoint=/api/cart latency=983ms,1,2026-06-01T10:17:28.543Z,2026-06-01T10:17:28.543Z,Slow response detected endpoint=/api/cart latency=983ms
Slow response detected endpoint=/api/cart latency=2610ms,1,2026-06-01T10:20:55.917Z,2026-06-01T10:20:55.917Z,Slow response detected endpoint=/api/cart latency=2610ms
Slow response detected endpoint=/api/cart latency=1084ms,1,2026-06-01T10:24:10.136Z,2026-06-01T10:24:10.136Z,Slow response detected endpoint=/api/cart latency=1084ms
Slow response detected endpoint=/api/cart latency=1160ms,1,2026-06-01T10:26:53.978Z,2026-06-01T10:26:53.978Z,Slow response detected endpoint=/api/cart latency=1160ms
Slow response detected endpoint=/api/cart latency=758ms,1,2026-06-01T10:27:09.750Z,2026-06-01T10:27:09.750Z,Slow response detected endpoint=/api/cart latency=758ms
Slow response detected endpoint=/api/cart latency=1905ms,1,2026-06-01T10:32:01.367Z,2026-06-01T10:32:01.367Z,Slow response detected endpoint=/api/cart latency=1905ms
Slow response detected endpoint=/api/cart latency=2356ms,1,2026-06-01T10:33:56.077Z,2026-06-01T10:33:56.077Z,Slow response detected endpoint=/api/cart latency=2356ms
Slow response detected endpoint=/api/cart latency=1036ms,1,2026-06-01T10:38:36.711Z,2026-06-01T10:38:36.711Z,Slow response detected endpoint=/api/cart latency=1036ms
GC overhead limit warning: pause=598ms heap=<num>%,1,2026-06-01T10:42:58.467Z,2026-06-01T10:42:58.467Z,GC overhead limit warning: pause=598ms heap=86%
Slow response detected endpoint=/api/cart latency=832ms,1,2026-06-01T10:49:04.796Z,2026-06-01T10:49:04.796Z,Slow response detected endpoint=/api/cart latency=832ms
Slow response detected endpoint=/api/cart latency=627ms,1,2026-06-01T10:49:06.389Z,2026-06-01T10:49:06.389Z,Slow response detected endpoint=/api/cart latency=627ms
Slow response detected endpoint=/api/cart latency=1138ms,1,2026-06-01T10:52:20.231Z,2026-06-01T10:52:20.231Z,Slow response detected endpoint=/api/cart latency=1138ms
Slow response detected endpoint=/api/cart latency=2205ms,1,2026-06-01T10:56:37.580Z,2026-06-01T10:56:37.580Z,Slow response detected endpoint=/api/cart latency=2205ms
Slow response detected endpoint=/api/cart latency=2481ms,1,2026-06-01T10:58:22.328Z,2026-06-01T10:58:22.328Z,Slow response detected endpoint=/api/cart latency=2481ms
Slow response detected endpoint=/api/cart latency=1400ms,1,2026-06-01T11:00:26.135Z,2026-06-01T11:00:26.135Z,Slow response detected endpoint=/api/cart latency=1400ms
Slow response detected endpoint=/api/cart latency=2759ms,1,2026-06-01T11:16:21.579Z,2026-06-01T11:16:21.579Z,Slow response detected endpoint=/api/cart latency=2759ms
Slow response detected endpoint=/api/cart latency=2514ms,1,2026-06-01T11:17:32.878Z,2026-06-01T11:17:32.878Z,Slow response detected endpoint=/api/cart latency=2514ms
Slow response detected endpoint=/api/cart latency=2437ms,1,2026-06-01T11:20:06.485Z,2026-06-01T11:20:06.485Z,Slow response detected endpoint=/api/cart latency=2437ms
Slow response detected endpoint=/api/cart latency=860ms,1,2026-06-01T11:28:14.552Z,2026-06-01T11:28:14.552Z,Slow response detected endpoint=/api/cart latency=860ms
Slow response detected endpoint=/api/cart latency=2881ms,1,2026-06-01T11:42:10.478Z,2026-06-01T11:42:10.478Z,Slow response detected endpoint=/api/cart latency=2881ms
Slow response detected endpoint=/api/cart latency=1980ms,1,2026-06-01T11:42:19.198Z,2026-06-01T11:42:19.198Z,Slow response detected endpoint=/api/cart latency=1980ms
Slow response detected endpoint=/api/cart latency=1751ms,1,2026-06-01T11:44:40.706Z,2026-06-01T11:44:40.706Z,Slow response detected endpoint=/api/cart latency=1751ms
Slow response detected endpoint=/api/cart latency=2888ms,1,2026-06-01T11:45:03.444Z,2026-06-01T11:45:03.444Z,Slow response detected endpoint=/api/cart latency=2888ms
Slow response detected endpoint=/api/cart latency=974ms,1,2026-06-01T11:48:49.273Z,2026-06-01T11:48:49.273Z,Slow response detected endpoint=/api/cart latency=974ms
Slow response detected endpoint=/api/cart latency=2624ms,1,2026-06-01T11:49:03.210Z,2026-06-01T11:49:03.210Z,Slow response detected endpoint=/api/cart latency=2624ms
Slow response detected endpoint=/api/cart latency=2937ms,1,2026-06-01T11:52:47.461Z,2026-06-01T11:52:47.461Z,Slow response detected endpoint=/api/cart latency=2937ms
Slow response detected endpoint=/api/cart latency=1404ms,1,2026-06-01T11:59:23.532Z,2026-06-01T11:59:23.532Z,Slow response detected endpoint=/api/cart latency=1404ms
Slow response detected endpoint=/api/cart latency=2858ms,1,2026-06-01T12:05:22.269Z,2026-06-01T12:05:22.269Z,Slow response detected endpoint=/api/cart latency=2858ms
Slow response detected endpoint=/api/cart latency=2874ms,1,2026-06-01T12:10:20.572Z,2026-06-01T12:10:20.572Z,Slow response detected endpoint=/api/cart latency=2874ms
Slow response detected endpoint=/api/cart latency=2264ms,1,2026-06-01T12:10:34.446Z,2026-06-01T12:10:34.446Z,Slow response detected endpoint=/api/cart latency=2264ms
GC overhead limit warning: pause=736ms heap=<num>%,1,2026-06-01T12:18:53.490Z,2026-06-01T12:18:53.490Z,GC overhead limit warning: pause=736ms heap=86%
Slow response detected endpoint=/api/cart latency=2460ms,1,2026-06-01T12:22:14.022Z,2026-06-01T12:22:14.022Z,Slow response detected endpoint=/api/cart latency=2460ms
Slow response detected endpoint=/api/cart latency=2203ms,1,2026-06-01T12:36:38.502Z,2026-06-01T12:36:38.502Z,Slow response detected endpoint=/api/cart latency=2203ms
Slow response detected endpoint=/api/cart latency=1821ms,1,2026-06-01T12:45:42.177Z,2026-06-01T12:45:42.177Z,Slow response detected endpoint=/api/cart latency=1821ms
Slow response detected endpoint=/api/cart latency=2037ms,1,2026-06-01T12:53:15.642Z,2026-06-01T12:53:15.642Z,Slow response detected endpoint=/api/cart latency=2037ms
Slow response detected endpoint=/api/cart latency=2382ms,1,2026-06-01T13:03:17.392Z,2026-06-01T13:03:17.392Z,Slow response detected endpoint=/api/cart latency=2382ms
Slow response detected endpoint=/api/cart latency=1898ms,1,2026-06-01T13:04:19.152Z,2026-06-01T13:04:19.152Z,Slow response detected endpoint=/api/cart latency=1898ms
Slow response detected endpoint=/api/cart latency=1880ms,1,2026-06-01T13:05:07.971Z,2026-06-01T13:05:07.971Z,Slow response detected endpoint=/api/cart latency=1880ms
Slow response detected endpoint=/api/cart latency=2879ms,1,2026-06-01T13:20:48.044Z,2026-06-01T13:20:48.044Z,Slow response detected endpoint=/api/cart latency=2879ms
Slow response detected endpoint=/api/cart latency=1049ms,1,2026-06-01T13:27:47.381Z,2026-06-01T13:27:47.381Z,Slow response detected endpoint=/api/cart latency=1049ms
Slow response detected endpoint=/api/cart latency=1262ms,1,2026-06-01T13:31:57.376Z,2026-06-01T13:31:57.376Z,Slow response detected endpoint=/api/cart latency=1262ms
Slow response detected endpoint=/api/cart latency=1338ms,1,2026-06-01T13:37:51.339Z,2026-06-01T13:37:51.339Z,Slow response detected endpoint=/api/cart latency=1338ms
Slow response detected endpoint=/api/cart latency=1421ms,1,2026-06-01T13:42:24.858Z,2026-06-01T13:42:24.858Z,Slow response detected endpoint=/api/cart latency=1421ms
Slow response detected endpoint=/api/cart latency=1979ms,1,2026-06-01T13:47:38.574Z,2026-06-01T13:47:38.574Z,Slow response detected endpoint=/api/cart latency=1979ms
Slow response detected endpoint=/api/cart latency=1435ms,1,2026-06-01T14:00:01.862Z,2026-06-01T14:00:01.862Z,Slow response detected endpoint=/api/cart latency=1435ms
Slow response detected endpoint=/api/cart latency=785ms,1,2026-06-01T14:00:04.484Z,2026-06-01T14:00:04.484Z,Slow response detected endpoint=/api/cart latency=785ms
Slow response detected endpoint=/api/cart latency=2351ms,1,2026-06-01T14:00:31.612Z,2026-06-01T14:00:31.612Z,Slow response detected endpoint=/api/cart latency=2351ms
Slow response detected endpoint=/api/cart latency=2988ms,1,2026-06-01T14:04:41.168Z,2026-06-01T14:04:41.168Z,Slow response detected endpoint=/api/cart latency=2988ms
Slow response detected endpoint=/api/cart latency=1987ms,1,2026-06-01T14:05:34.535Z,2026-06-01T14:05:34.535Z,Slow response detected endpoint=/api/cart latency=1987ms
Slow response detected endpoint=/api/cart latency=2899ms,1,2026-06-01T14:05:35.999Z,2026-06-01T14:05:35.999Z,Slow response detected endpoint=/api/cart latency=2899ms
Slow response detected endpoint=/api/cart latency=1019ms,1,2026-06-01T14:05:38.494Z,2026-06-01T14:05:38.494Z,Slow response detected endpoint=/api/cart latency=1019ms
Slow response detected endpoint=/api/cart latency=2390ms,1,2026-06-01T14:06:15.108Z,2026-06-01T14:06:15.108Z,Slow response detected endpoint=/api/cart latency=2390ms
Slow response detected endpoint=/api/cart latency=840ms,1,2026-06-01T14:06:20.158Z,2026-06-01T14:06:20.158Z,Slow response detected endpoint=/api/cart latency=840ms
Slow response detected endpoint=/api/cart latency=1722ms,1,2026-06-01T14:07:00.778Z,2026-06-01T14:07:00.778Z,Slow response detected endpoint=/api/cart latency=1722ms
Slow response detected endpoint=/api/cart latency=2435ms,1,2026-06-01T14:07:33.235Z,2026-06-01T14:07:33.235Z,Slow response detected endpoint=/api/cart latency=2435ms
Slow response detected endpoint=/api/cart latency=1355ms,1,2026-06-01T14:09:33.769Z,2026-06-01T14:09:33.769Z,Slow response detected endpoint=/api/cart latency=1355ms
Slow response detected endpoint=/api/cart latency=1547ms,1,2026-06-01T14:10:39.954Z,2026-06-01T14:10:39.954Z,Slow response detected endpoint=/api/cart latency=1547ms
Slow response detected endpoint=/api/cart latency=964ms,1,2026-06-01T14:11:14.603Z,2026-06-01T14:11:14.603Z,Slow response detected endpoint=/api/cart latency=964ms
GC overhead limit warning: pause=781ms heap=<num>%,1,2026-06-01T14:11:55.190Z,2026-06-01T14:11:55.190Z,GC overhead limit warning: pause=781ms heap=95%
Slow response detected endpoint=/api/cart latency=1609ms,1,2026-06-01T14:13:03.064Z,2026-06-01T14:13:03.064Z,Slow response detected endpoint=/api/cart latency=1609ms
Slow response detected endpoint=/api/cart latency=2835ms,1,2026-06-01T14:14:27.037Z,2026-06-01T14:14:27.037Z,Slow response detected endpoint=/api/cart latency=2835ms
Slow response detected endpoint=/api/cart latency=603ms,1,2026-06-01T14:15:12.316Z,2026-06-01T14:15:12.316Z,Slow response detected endpoint=/api/cart latency=603ms
GC overhead limit warning: pause=698ms heap=<num>%,1,2026-06-01T14:15:16.020Z,2026-06-01T14:15:16.020Z,GC overhead limit warning: pause=698ms heap=97%
Slow response detected endpoint=/api/cart latency=949ms,1,2026-06-01T14:17:23.521Z,2026-06-01T14:17:23.521Z,Slow response detected endpoint=/api/cart latency=949ms
Slow response detected endpoint=/api/cart latency=1151ms,1,2026-06-01T14:18:07.036Z,2026-06-01T14:18:07.036Z,Slow response detected endpoint=/api/cart latency=1151ms
Slow response detected endpoint=/api/cart latency=837ms,1,2026-06-01T14:18:08.713Z,2026-06-01T14:18:08.713Z,Slow response detected endpoint=/api/cart latency=837ms
Slow response detected endpoint=/api/cart latency=2969ms,1,2026-06-01T14:18:33.459Z,2026-06-01T14:18:33.459Z,Slow response detected endpoint=/api/cart latency=2969ms
GC overhead limit warning: pause=500ms heap=<num>%,1,2026-06-01T14:18:49.035Z,2026-06-01T14:18:49.035Z,GC overhead limit warning: pause=500ms heap=94%
Slow response detected endpoint=/api/cart latency=2805ms,1,2026-06-01T14:19:41.008Z,2026-06-01T14:19:41.008Z,Slow response detected endpoint=/api/cart latency=2805ms
Slow response detected endpoint=/api/cart latency=1433ms,1,2026-06-01T14:20:28.761Z,2026-06-01T14:20:28.761Z,Slow response detected endpoint=/api/cart latency=1433ms
Slow response detected endpoint=/api/cart latency=781ms,1,2026-06-01T14:21:10.878Z,2026-06-01T14:21:10.878Z,Slow response detected endpoint=/api/cart latency=781ms
Slow response detected endpoint=/api/cart latency=2546ms,1,2026-06-01T14:22:06.829Z,2026-06-01T14:22:06.829Z,Slow response detected endpoint=/api/cart latency=2546ms
Slow response detected endpoint=/api/cart latency=1928ms,1,2026-06-01T14:22:25.008Z,2026-06-01T14:22:25.008Z,Slow response detected endpoint=/api/cart latency=1928ms
Slow response detected endpoint=/api/cart latency=2501ms,1,2026-06-01T14:22:32.631Z,2026-06-01T14:22:32.631Z,Slow response detected endpoint=/api/cart latency=2501ms
Slow response detected endpoint=/api/cart latency=1128ms,1,2026-06-01T14:22:51.987Z,2026-06-01T14:22:51.987Z,Slow response detected endpoint=/api/cart latency=1128ms
Slow response detected endpoint=/api/cart latency=1556ms,1,2026-06-01T14:23:18.074Z,2026-06-01T14:23:18.074Z,Slow response detected endpoint=/api/cart latency=1556ms
Slow response detected endpoint=/api/cart latency=933ms,1,2026-06-01T14:23:20.287Z,2026-06-01T14:23:20.287Z,Slow response detected endpoint=/api/cart latency=933ms
Slow response detected endpoint=/api/cart latency=2913ms,1,2026-06-01T14:23:45.676Z,2026-06-01T14:23:45.676Z,Slow response detected endpoint=/api/cart latency=2913ms
Slow response detected endpoint=/api/cart latency=2487ms,1,2026-06-01T14:23:45.750Z,2026-06-01T14:23:45.750Z,Slow response detected endpoint=/api/cart latency=2487ms
Slow response detected endpoint=/api/cart latency=2558ms,1,2026-06-01T14:24:27.892Z,2026-06-01T14:24:27.892Z,Slow response detected endpoint=/api/cart latency=2558ms
Slow response detected endpoint=/api/cart latency=1142ms,1,2026-06-01T14:25:40.340Z,2026-06-01T14:25:40.340Z,Slow response detected endpoint=/api/cart latency=1142ms
Slow response detected endpoint=/api/cart latency=1188ms,1,2026-06-01T14:26:14.337Z,2026-06-01T14:26:14.337Z,Slow response detected endpoint=/api/cart latency=1188ms
Slow response detected endpoint=/api/cart latency=1728ms,1,2026-06-01T14:26:56.587Z,2026-06-01T14:26:56.587Z,Slow response detected endpoint=/api/cart latency=1728ms
Slow response detected endpoint=/api/cart latency=2082ms,1,2026-06-01T14:27:28.400Z,2026-06-01T14:27:28.400Z,Slow response detected endpoint=/api/cart latency=2082ms
Slow response detected endpoint=/api/cart latency=808ms,1,2026-06-01T14:28:13.609Z,2026-06-01T14:28:13.609Z,Slow response detected endpoint=/api/cart latency=808ms
Slow response detected endpoint=/api/cart latency=2456ms,1,2026-06-01T14:28:20.850Z,2026-06-01T14:28:20.850Z,Slow response detected endpoint=/api/cart latency=2456ms
Slow response detected endpoint=/api/cart latency=2015ms,1,2026-06-01T14:28:24.285Z,2026-06-01T14:28:24.285Z,Slow response detected endpoint=/api/cart latency=2015ms
Slow response detected endpoint=/api/cart latency=1255ms,1,2026-06-01T14:28:57.435Z,2026-06-01T14:28:57.435Z,Slow response detected endpoint=/api/cart latency=1255ms
Slow response detected endpoint=/api/cart latency=2080ms,1,2026-06-01T14:29:32.581Z,2026-06-01T14:29:32.581Z,Slow response detected endpoint=/api/cart latency=2080ms
Slow response detected endpoint=/api/cart latency=2932ms,1,2026-06-01T14:30:19.677Z,2026-06-01T14:30:19.677Z,Slow response detected endpoint=/api/cart latency=2932ms
Slow response detected endpoint=/api/cart latency=2432ms,1,2026-06-01T14:30:24.434Z,2026-06-01T14:30:24.434Z,Slow response detected endpoint=/api/cart latency=2432ms
Slow response detected endpoint=/api/cart latency=1380ms,1,2026-06-01T14:30:46.612Z,2026-06-01T14:30:46.612Z,Slow response detected endpoint=/api/cart latency=1380ms
Slow response detected endpoint=/api/cart latency=2593ms,1,2026-06-01T14:31:49.382Z,2026-06-01T14:31:49.382Z,Slow response detected endpoint=/api/cart latency=2593ms
Slow response detected endpoint=/api/cart latency=755ms,1,2026-06-01T14:32:55.932Z,2026-06-01T14:32:55.932Z,Slow response detected endpoint=/api/cart latency=755ms
Slow response detected endpoint=/api/cart latency=2971ms,1,2026-06-01T14:33:07.571Z,2026-06-01T14:33:07.571Z,Slow response detected endpoint=/api/cart latency=2971ms
Slow response detected endpoint=/api/cart latency=2223ms,1,2026-06-01T14:33:50.845Z,2026-06-01T14:33:50.845Z,Slow response detected endpoint=/api/cart latency=2223ms
Slow response detected endpoint=/api/cart latency=698ms,1,2026-06-01T14:34:10.771Z,2026-06-01T14:34:10.771Z,Slow response detected endpoint=/api/cart latency=698ms
Slow response detected endpoint=/api/cart latency=1197ms,1,2026-06-01T14:34:10.923Z,2026-06-01T14:34:10.923Z,Slow response detected endpoint=/api/cart latency=1197ms
Slow response detected endpoint=/api/cart latency=2289ms,1,2026-06-01T14:35:50.018Z,2026-06-01T14:35:50.018Z,Slow response detected endpoint=/api/cart latency=2289ms
Slow response detected endpoint=/api/cart latency=2959ms,1,2026-06-01T14:36:25.652Z,2026-06-01T14:36:25.652Z,Slow response detected endpoint=/api/cart latency=2959ms
Slow response detected endpoint=/api/cart latency=2568ms,1,2026-06-01T14:36:25.863Z,2026-06-01T14:36:25.863Z,Slow response detected endpoint=/api/cart latency=2568ms
Slow response detected endpoint=/api/cart latency=1448ms,1,2026-06-01T14:36:28.100Z,2026-06-01T14:36:28.100Z,Slow response detected endpoint=/api/cart latency=1448ms
Slow response detected endpoint=/api/cart latency=2384ms,1,2026-06-01T14:36:46.523Z,2026-06-01T14:36:46.523Z,Slow response detected endpoint=/api/cart latency=2384ms
Slow response detected endpoint=/api/cart latency=1254ms,1,2026-06-01T14:37:21.358Z,2026-06-01T14:37:21.358Z,Slow response detected endpoint=/api/cart latency=1254ms
GC overhead limit warning: pause=707ms heap=<num>%,1,2026-06-01T14:37:37.142Z,2026-06-01T14:37:37.142Z,GC overhead limit warning: pause=707ms heap=99%
GC overhead limit warning: pause=438ms heap=<num>%,1,2026-06-01T14:39:15.097Z,2026-06-01T14:39:15.097Z,GC overhead limit warning: pause=438ms heap=98%
Slow response detected endpoint=/api/cart latency=2202ms,1,2026-06-01T14:41:19.936Z,2026-06-01T14:41:19.936Z,Slow response detected endpoint=/api/cart latency=2202ms
Slow response detected endpoint=/api/cart latency=1127ms,1,2026-06-01T14:41:26.824Z,2026-06-01T14:41:26.824Z,Slow response detected endpoint=/api/cart latency=1127ms
Slow response detected endpoint=/api/cart latency=991ms,1,2026-06-01T14:43:53.891Z,2026-06-01T14:43:53.891Z,Slow response detected endpoint=/api/cart latency=991ms
Slow response detected endpoint=/api/cart latency=2763ms,1,2026-06-01T14:44:48.891Z,2026-06-01T14:44:48.891Z,Slow response detected endpoint=/api/cart latency=2763ms
Slow response detected endpoint=/api/cart latency=1303ms,1,2026-06-01T14:45:54.665Z,2026-06-01T14:45:54.665Z,Slow response detected endpoint=/api/cart latency=1303ms
Slow response detected endpoint=/api/cart latency=2255ms,1,2026-06-01T14:46:18.585Z,2026-06-01T14:46:18.585Z,Slow response detected endpoint=/api/cart latency=2255ms
Slow response detected endpoint=/api/cart latency=2411ms,1,2026-06-01T14:47:33.315Z,2026-06-01T14:47:33.315Z,Slow response detected endpoint=/api/cart latency=2411ms
Slow response detected endpoint=/api/cart latency=1366ms,1,2026-06-01T14:48:04.827Z,2026-06-01T14:48:04.827Z,Slow response detected endpoint=/api/cart latency=1366ms
Slow response detected endpoint=/api/cart latency=2543ms,1,2026-06-01T14:48:51.284Z,2026-06-01T14:48:51.284Z,Slow response detected endpoint=/api/cart latency=2543ms
Slow response detected endpoint=/api/cart latency=1747ms,1,2026-06-01T14:50:06.204Z,2026-06-01T14:50:06.204Z,Slow response detected endpoint=/api/cart latency=1747ms
Slow response detected endpoint=/api/cart latency=2031ms,1,2026-06-01T14:50:33.073Z,2026-06-01T14:50:33.073Z,Slow response detected endpoint=/api/cart latency=2031ms
Slow response detected endpoint=/api/cart latency=2584ms,1,2026-06-01T14:50:33.933Z,2026-06-01T14:50:33.933Z,Slow response detected endpoint=/api/cart latency=2584ms
GC overhead limit warning: pause=281ms heap=<num>%,1,2026-06-01T14:52:45.373Z,2026-06-01T14:52:45.373Z,GC overhead limit warning: pause=281ms heap=92%
Slow response detected endpoint=/api/cart latency=2682ms,1,2026-06-01T14:52:56.870Z,2026-06-01T14:52:56.870Z,Slow response detected endpoint=/api/cart latency=2682ms
Slow response detected endpoint=/api/cart latency=2133ms,1,2026-06-01T14:53:08.945Z,2026-06-01T14:53:08.945Z,Slow response detected endpoint=/api/cart latency=2133ms
Slow response detected endpoint=/api/cart latency=2357ms,1,2026-06-01T14:53:53.089Z,2026-06-01T14:53:53.089Z,Slow response detected endpoint=/api/cart latency=2357ms
Slow response detected endpoint=/api/cart latency=1888ms,1,2026-06-01T14:54:33.024Z,2026-06-01T14:54:33.024Z,Slow response detected endpoint=/api/cart latency=1888ms
Slow response detected endpoint=/api/cart latency=522ms,1,2026-06-01T14:54:46.850Z,2026-06-01T14:54:46.850Z,Slow response detected endpoint=/api/cart latency=522ms
Slow response detected endpoint=/api/cart latency=711ms,1,2026-06-01T14:54:58.134Z,2026-06-01T14:54:58.134Z,Slow response detected endpoint=/api/cart latency=711ms
Slow response detected endpoint=/api/cart latency=1523ms,1,2026-06-01T14:55:14.754Z,2026-06-01T14:55:14.754Z,Slow response detected endpoint=/api/cart latency=1523ms
Slow response detected endpoint=/api/cart latency=1000ms,1,2026-06-01T14:56:22.555Z,2026-06-01T14:56:22.555Z,Slow response detected endpoint=/api/cart latency=1000ms
Slow response detected endpoint=/api/cart latency=2358ms,1,2026-06-01T14:56:24.278Z,2026-06-01T14:56:24.278Z,Slow response detected endpoint=/api/cart latency=2358ms
Slow response detected endpoint=/api/cart latency=1164ms,1,2026-06-01T14:56:55.047Z,2026-06-01T14:56:55.047Z,Slow response detected endpoint=/api/cart latency=1164ms
Slow response detected endpoint=/api/cart latency=2238ms,1,2026-06-01T14:57:21.999Z,2026-06-01T14:57:21.999Z,Slow response detected endpoint=/api/cart latency=2238ms
Slow response detected endpoint=/api/cart latency=1567ms,1,2026-06-01T14:57:48.722Z,2026-06-01T14:57:48.722Z,Slow response detected endpoint=/api/cart latency=1567ms
Slow response detected endpoint=/api/cart latency=892ms,1,2026-06-01T14:58:32.700Z,2026-06-01T14:58:32.700Z,Slow response detected endpoint=/api/cart latency=892ms
Slow response detected endpoint=/api/cart latency=2284ms,1,2026-06-01T14:58:57.818Z,2026-06-01T14:58:57.818Z,Slow response detected endpoint=/api/cart latency=2284ms
Slow response detected endpoint=/api/cart latency=1358ms,1,2026-06-01T14:59:03.702Z,2026-06-01T14:59:03.702Z,Slow response detected endpoint=/api/cart latency=1358ms
Slow response detected endpoint=/api/cart latency=2295ms,1,2026-06-01T14:59:06.403Z,2026-06-01T14:59:06.403Z,Slow response detected endpoint=/api/cart latency=2295ms
Slow response detected endpoint=/api/cart latency=2544ms,1,2026-06-01T14:59:15.912Z,2026-06-01T14:59:15.912Z,Slow response detected endpoint=/api/cart latency=2544ms
Slow response detected endpoint=/api/cart latency=909ms,1,2026-06-01T14:59:19.847Z,2026-06-01T14:59:19.847Z,Slow response detected endpoint=/api/cart latency=909ms
Slow response detected endpoint=/api/cart latency=1604ms,1,2026-06-01T14:59:49.049Z,2026-06-01T14:59:49.049Z,Slow response detected endpoint=/api/cart latency=1604ms
Slow response detected endpoint=/api/cart latency=654ms,1,2026-06-01T15:00:04.908Z,2026-06-01T15:00:04.908Z,Slow response detected endpoint=/api/cart latency=654ms
Slow response detected endpoint=/api/cart latency=1229ms,1,2026-06-01T15:00:43.681Z,2026-06-01T15:00:43.681Z,Slow response detected endpoint=/api/cart latency=1229ms
Slow response detected endpoint=/api/cart latency=2012ms,1,2026-06-01T15:00:56.150Z,2026-06-01T15:00:56.150Z,Slow response detected endpoint=/api/cart latency=2012ms
Slow response detected endpoint=/api/cart latency=2299ms,1,2026-06-01T15:01:01.037Z,2026-06-01T15:01:01.037Z,Slow response detected endpoint=/api/cart latency=2299ms
Slow response detected endpoint=/api/cart latency=1351ms,1,2026-06-01T15:01:04.194Z,2026-06-01T15:01:04.194Z,Slow response detected endpoint=/api/cart latency=1351ms
Slow response detected endpoint=/api/cart latency=2016ms,1,2026-06-01T15:01:37.841Z,2026-06-01T15:01:37.841Z,Slow response detected endpoint=/api/cart latency=2016ms
Slow response detected endpoint=/api/cart latency=1923ms,1,2026-06-01T15:01:48.741Z,2026-06-01T15:01:48.741Z,Slow response detected endpoint=/api/cart latency=1923ms
Slow response detected endpoint=/api/cart latency=2651ms,1,2026-06-01T15:03:02.314Z,2026-06-01T15:03:02.314Z,Slow response detected endpoint=/api/cart latency=2651ms
GC overhead limit warning: pause=266ms heap=<num>%,1,2026-06-01T15:03:04.333Z,2026-06-01T15:03:04.333Z,GC overhead limit warning: pause=266ms heap=88%
Slow response detected endpoint=/api/cart latency=823ms,1,2026-06-01T15:03:17.400Z,2026-06-01T15:03:17.400Z,Slow response detected endpoint=/api/cart latency=823ms
Slow response detected endpoint=/api/cart latency=550ms,1,2026-06-01T15:03:40.477Z,2026-06-01T15:03:40.477Z,Slow response detected endpoint=/api/cart latency=550ms
Slow response detected endpoint=/api/cart latency=2800ms,1,2026-06-01T15:04:11.131Z,2026-06-01T15:04:11.131Z,Slow response detected endpoint=/api/cart latency=2800ms
Slow response detected endpoint=/api/cart latency=777ms,1,2026-06-01T15:06:27.470Z,2026-06-01T15:06:27.470Z,Slow response detected endpoint=/api/cart latency=777ms
Slow response detected endpoint=/api/cart latency=1460ms,1,2026-06-01T15:06:36.392Z,2026-06-01T15:06:36.392Z,Slow response detected endpoint=/api/cart latency=1460ms
Slow response detected endpoint=/api/cart latency=2826ms,1,2026-06-01T15:07:47.699Z,2026-06-01T15:07:47.699Z,Slow response detected endpoint=/api/cart latency=2826ms
Slow response detected endpoint=/api/cart latency=2821ms,1,2026-06-01T15:07:58.998Z,2026-06-01T15:07:58.998Z,Slow response detected endpoint=/api/cart latency=2821ms
Slow response detected endpoint=/api/cart latency=2175ms,1,2026-06-01T15:08:01.934Z,2026-06-01T15:08:01.934Z,Slow response detected endpoint=/api/cart latency=2175ms
Slow response detected endpoint=/api/cart latency=2980ms,1,2026-06-01T15:08:02.570Z,2026-06-01T15:08:02.570Z,Slow response detected endpoint=/api/cart latency=2980ms
Slow response detected endpoint=/api/cart latency=1126ms,1,2026-06-01T15:08:56.208Z,2026-06-01T15:08:56.208Z,Slow response detected endpoint=/api/cart latency=1126ms
Slow response detected endpoint=/api/cart latency=1086ms,1,2026-06-01T15:09:01.768Z,2026-06-01T15:09:01.768Z,Slow response detected endpoint=/api/cart latency=1086ms
Slow response detected endpoint=/api/cart latency=2027ms,1,2026-06-01T15:09:05.188Z,2026-06-01T15:09:05.188Z,Slow response detected endpoint=/api/cart latency=2027ms
Slow response detected endpoint=/api/cart latency=1353ms,1,2026-06-01T15:11:00.514Z,2026-06-01T15:11:00.514Z,Slow response detected endpoint=/api/cart latency=1353ms
Slow response detected endpoint=/api/cart latency=2331ms,1,2026-06-01T15:11:16.023Z,2026-06-01T15:11:16.023Z,Slow response detected endpoint=/api/cart latency=2331ms
